timestamp,Actual rating,Latency,Packet Drops,Errors,Idle jitter,Uptime,CPU,user,fakes,total,Credibility Rating,credibility,normalised rating,Reputation Score
2023-07-19 17:25:00+03:00,5,4.941647237354186,5.0,4.927839728892502,4.841043693076882,1.000067590095595,4.814239566419133,0x1b7B437ed3905d53394c1ec539DC7B9a846095fB,12,28,100,97,100,99

2023-07-19 17:25:00+03:00,2,4.941647237354186,5.0,4.927839728892502,4.841043693076882,1.000067590095595,4.814239566419133,0xfe09bb45FfB1232E2A1CAC0C5767A6Ce316f474e,11,28,61,64,40,99

2023-07-19 17:25:01+03:00,5,4.941647237354186,5.0,4.927839728892502,4.841043693076882,1.000067590095595,4.814239566419133,0xC876A442f2853d7C8af5B50f78f6daa99B12F5CD,15,31,100,71,100,99

2023-07-19 17:25:02+03:00,2,4.941647237354186,5.0,4.927839728892502,4.841043693076882,1.000067590095595,4.814239566419133,0xC1683E71404223440439DbB12Da97147c65E59A7,18,34,48,50,40,99

2023-07-19 17:25:02+03:00,2,4.941647237354186,5.0,4.927839728892502,4.841043693076882,1.000067590095595,4.814239566419133,0x412967a16806e37de0a721EbC2781BD4704505a9,15,34,56,59,40,99

2023-07-19 17:25:03+03:00,5,4.941647237354186,5.0,4.927839728892502,4.841043693076882,1.000067590095595,4.814239566419133,0x37Ba95f652008C68d7A6770CB9649BFB81CD4e6a,16,34,100,74,100,99

2023-07-19 17:25:04+03:00,5,4.941647237354186,5.0,4.927839728892502,4.841043693076882,1.000067590095595,4.814239566419133,0xC057e7f9b4D9a2CB80710C3aC558084d9F6a7342,0,34,100,98,100,99

2023-07-19 17:25:04+03:00,5,4.941647237354186,5.0,4.927839728892502,4.841043693076882,1.000067590095595,4.814239566419133,0x829e2DE8f01933693252c98A3eDa9fBe74d5F2fB,0,33,100,98,100,99

2023-07-19 17:25:05+03:00,5,4.941647237354186,5.0,4.927839728892502,4.841043693076882,1.000067590095595,4.814239566419133,0xB88BDD4d726E523fD4E1eeCE7a0A83f8143D8769,0,31,100,98,100,99

2023-07-19 17:25:02+03:00,2,4.941908401808405,5.0,4.926302404323023,4.840027739277786,1.0000675880679224,4.814046236379899,0xC1683E71404223440439DbB12Da97147c65E59A7,19,35,46,48,40,99

2023-07-19 17:25:02+03:00,2,4.941908401808405,5.0,4.926302404323023,4.840027739277786,1.0000675880679224,4.814046236379899,0x412967a16806e37de0a721EbC2781BD4704505a9,16,35,55,57,40,99

2023-07-19 17:25:03+03:00,5,4.941908401808405,5.0,4.926302404323023,4.840027739277786,1.0000675880679224,4.814046236379899,0x37Ba95f652008C68d7A6770CB9649BFB81CD4e6a,16,35,100,84,100,99

2023-07-19 17:25:04+03:00,5,4.941908401808405,5.0,4.926302404323023,4.840027739277786,1.0000675880679224,4.814046236379899,0xC057e7f9b4D9a2CB80710C3aC558084d9F6a7342,0,35,100,98,100,99

2023-07-19 17:25:04+03:00,5,4.941908401808405,5.0,4.926302404323023,4.840027739277786,1.0000675880679224,4.814046236379899,0x829e2DE8f01933693252c98A3eDa9fBe74d5F2fB,0,34,100,98,100,99

