timestamp,Latency,Packet Drops,Errors,Idle jitter,Uptime,CPU
2023-05-22 16:44:48+03:00,62.4448049,0.0,0.8690452,216.54032,5975218.5,4.247597999999996
2023-05-22 16:45:18+03:00,66.260999,0.0,0.4,187.3,5975248.5,4.245035999999999
2023-05-22 16:45:44+03:00,65.699429,0.0,0.8,191.3,5975278.5,4.555147000000005
2023-05-22 16:46:14+03:00,63.445274,0.0,0.8,173.6,5975308.5,4.854938000000004
2023-05-22 16:46:30+03:00,61.1420149,0.0,0.8,127.5,5975318.5,3.9312259999999952
2023-05-22 16:47:00+03:00,48.9527969,0.0,0.8999999,151.4,5975348.5,4.233998
2023-05-22 16:47:30+03:00,71.5014041,0.0,0.839084,134.6,5975378.5,4.8415040000000005
2023-05-22 16:48:00+03:00,53.2478173,0.0,0.9011883,180.9,5975408.5,5.259884
2023-05-22 16:48:30+03:00,62.14284,0.0,0.9,167.4,5975438.5,4.241055000000003
2023-05-22 16:49:00+03:00,61.750656,0.0,0.7071064,142.9,5975468.5,4.227586000000002
2023-05-22 16:49:30+03:00,45.4339225,0.0,0.8,188.7,5975498.5,4.524466000000004
2023-05-22 16:50:00+03:00,62.72874,0.0,0.8,151.8,5975528.5,4.214982000000006
2023-05-22 16:50:30+03:00,54.152899,0.0,0.8,159.2,5975558.5,4.647948999999997
2023-05-22 16:51:00+03:00,61.057677,0.0,0.9000001,206.35186,5975588.5,4.553223000000003
2023-05-22 16:51:30+03:00,64.104138,0.0,0.7774533,176.2,5975618.5,4.934420000000003
2023-05-22 16:52:00+03:00,58.50726,0.0,0.8694658,167.7,5975648.5,4.342896999999994
2023-05-22 16:52:30+03:00,61.8520623,0.0,0.6762476,156.7,5975678.5,4.338589999999996
2023-05-22 16:53:00+03:00,64.868854,0.0,0.6595684,198.83183,5975708.5,5.132367000000002
2023-05-22 16:53:30+03:00,72.0819697,0.0,0.8,212.4,5975738.5,4.761201
2023-05-22 16:54:00+03:00,58.9224931,0.0,0.8,144.6,5975768.5,4.762148999999994
2023-05-22 16:54:30+03:00,62.091367,0.0,0.8,183.3,5975798.5,4.259276999999997
2023-05-22 16:55:00+03:00,59.1778381,0.0,0.8,191.7,5975828.5,4.036528000000004
2023-05-22 16:55:30+03:00,61.517386,0.0,0.9,134.5,5975858.5,4.821641999999997
2023-05-22 16:55:42+03:00,57.8580161,0.0,0.6619193,181.3,5975878.5,5.645291
2023-05-22 16:56:12+03:00,66.08929,0.0,0.8,166.3,5975908.5,4.6473510000000005
2023-05-22 16:56:23+03:00,65.3587131,0.0,0.8,190.7,5975918.5,4.047573
2023-05-22 16:56:53+03:00,60.6501254,0.0,0.89983,161.6,5975948.5,4.3454849999999965
2023-05-22 16:57:04+03:00,59.5532154,0.0,0.6599504,198.27752,5975958.5,4.061584999999994
2023-05-22 16:57:34+03:00,61.8603453,0.0,0.8,158.1,5975988.5,4.259434999999996
2023-05-22 16:57:46+03:00,67.1849559,0.0,0.8,210.8,5975998.5,4.364424
2023-05-22 16:58:16+03:00,62.26726,0.0,0.8,165.6,5976028.5,6.135487999999995
2023-05-22 16:58:27+03:00,47.6731155,0.0,0.8,145.7,5976038.5,3.930797999999996
2023-05-22 16:58:57+03:00,66.0073497,0.0,0.8,182.3,5976068.5,5.050207999999998
2023-05-23 09:14:41+03:00,61.193703,0.0,0.8,181.7,6034618.5,4.249087000000003
2023-05-23 09:15:11+03:00,72.442207,0.0,0.7386186,143.4,6034648.5,4.764258999999996
2023-05-23 09:15:41+03:00,54.584554,0.0,0.5227964,159.4,6034678.5,4.769711999999998
2023-05-23 09:16:11+03:00,61.3161137,0.0,0.7999999,159.8,6034708.5,4.751597000000004
2023-05-23 09:16:41+03:00,62.3282429,0.0,0.5,142.6,6034738.5,4.0715589999999935
2023-05-23 09:17:11+03:00,59.1264143,0.0,0.8,135.6,6034768.5,4.063809000000006
2023-05-23 09:17:41+03:00,71.4612836,0.0,0.8,184.6,6034798.5,5.461076000000006
2023-05-23 09:18:11+03:00,55.218042,0.0,0.6230388,147.2,6034828.5,5.133385000000004
2023-05-23 09:18:41+03:00,62.7078558,0.0,0.9,168.7,6034858.5,4.9254140000000035
2023-05-23 09:19:11+03:00,67.5516006,0.0,0.9089965,141.6,6034888.5,4.739762999999996
2023-05-23 09:19:41+03:00,51.1356664,0.0,0.5228137,183.4,6034918.5,4.952738999999994
2023-05-23 09:20:11+03:00,60.9922776,0.0,0.8,201.8,6034948.5,4.719577000000001
2023-05-23 09:20:41+03:00,53.4039974,0.0,0.7999999,167.7,6034978.5,4.636159000000006
2023-05-23 09:21:11+03:00,60.6640499,0.0,0.9,177.6,6035008.5,4.724546000000004
2023-05-23 09:21:41+03:00,69.7335435,0.0,0.8,160.6,6035038.5,5.554480999999996
2023-05-23 09:22:11+03:00,51.4028642,0.0,0.8,207.6,6035068.5,4.5436810000000065
2023-05-23 09:22:41+03:00,60.6408828,0.0,0.9,240.2,6035098.5,6.772917000000007
2023-05-23 09:23:11+03:00,62.7755888,0.0,0.7982498,165.6,6035128.5,4.373434000000003
2023-05-23 09:23:41+03:00,62.88395,0.0,0.8,161.6,6035158.5,5.149056999999999
2023-05-23 09:24:11+03:00,60.5421537,0.0,0.7,146.59599,6035188.5,4.836377999999996
2023-05-23 09:24:41+03:00,53.99559,0.0,0.7999999,173.1,6035218.5,4.256095000000002
2023-05-23 09:25:11+03:00,59.945234,0.0,0.8,180.4,6035248.5,15.545660999999996
2023-05-23 09:25:41+03:00,53.3783933,0.0,0.8,182.9,6035278.5,5.6907700000000006
2023-05-23 09:26:11+03:00,58.700458,0.0,0.8,171.72169,6035308.5,4.3432750000000055
2023-05-23 09:26:41+03:00,72.549857,0.0,0.9010734,166.5,6035338.5,3.954612999999995
2023-05-23 09:27:11+03:00,49.0837829,0.0,0.8,152.2,6035368.5,4.535769999999999
2023-05-23 09:27:41+03:00,63.7903221,0.0,0.8,174.8,6035398.5,5.154422999999994
2023-05-23 09:28:11+03:00,54.779389,0.0,0.9012519,144.1,6035428.5,5.235765999999998
2023-05-23 09:28:41+03:00,64.8784435,0.0,0.8,178.2,6035458.5,5.017782999999994
2023-05-23 09:29:11+03:00,64.803765,0.0,0.8,187.1,6035488.5,4.353245000000001
2023-05-23 09:29:41+03:00,46.9194084,0.0,0.9,167.5,6035518.5,4.551948999999993
2023-05-23 09:30:11+03:00,61.97572,0.0,0.8000001,157.8,6035548.5,4.650946000000005
2023-05-23 09:30:23+03:00,63.59724,0.0,0.6782507,151.091137,6035558.5,4.3478879999999975
2023-05-23 09:30:53+03:00,55.573512,0.0,0.9000001,142.0,6035588.5,4.163415999999998
2023-05-23 09:31:04+03:00,57.013606,0.0,0.7999999,161.7,6035598.5,5.043987999999999
2023-05-23 09:31:34+03:00,62.6569181,0.0,0.9,177.2,6035628.5,4.738529
2023-05-23 09:55:49+03:00,62.9004148,0.0,0.8988878,184.7,6037078.5,4.450657000000007
2023-05-23 09:56:19+03:00,47.948687,0.0,0.7999999,143.1,6037108.5,4.536647000000002
2023-05-23 09:56:49+03:00,64.541448,0.0,0.9000001,186.4,6037138.5,4.544960000000003
2023-05-23 09:57:19+03:00,55.2448464,0.0,0.8302465,158.0,6037168.5,4.726636999999997
2023-05-23 09:57:49+03:00,63.085942,0.0,0.8,161.5,6037198.5,4.1402690000000035
2023-05-23 09:58:19+03:00,54.5165529,0.0,0.4,152.0,6037228.5,4.354051999999996
2023-05-23 09:58:49+03:00,56.860137,0.0,0.7999999,155.5,6037258.5,4.722713999999996
2023-05-23 09:59:19+03:00,66.046621,0.0,0.7999999,187.503805,6037288.5,4.9671400000000006
2023-05-23 09:59:49+03:00,62.678447,0.0,0.7757141,130.2,6037318.5,4.843045000000004
2023-05-23 10:00:19+03:00,62.051622,0.0,0.7,170.2,6037348.5,4.526223999999999
2023-05-23 10:00:49+03:00,61.0689661,0.0,0.7460509,152.7,6037378.5,4.051089000000005
2023-05-23 10:01:19+03:00,63.380958,0.0,0.6607596,172.5,6037408.5,4.756935999999996
2023-05-23 10:01:49+03:00,63.3629243,0.0,0.9,173.6,6037438.5,4.743442000000002
2023-05-23 10:02:19+03:00,61.9436427,0.0,0.4,196.5,6037468.5,4.668313999999995
2023-05-23 10:02:49+03:00,46.1893931,0.0,0.8,164.6,6037498.5,3.654032000000001
2023-05-23 10:03:19+03:00,67.542693,0.0,0.8,135.5,6037528.5,4.659863999999999
2023-05-23 10:03:49+03:00,57.268719,0.0,0.4,165.9,6037558.5,4.353494999999995
2023-05-23 10:04:19+03:00,62.843691,0.0,0.8,171.5,6037588.5,3.9737659999999977
2023-05-23 10:04:49+03:00,64.4542458,0.0,0.8686019,163.3,6037618.5,4.526021
2023-05-23 10:05:19+03:00,54.2083045,0.0,0.9,141.6,6037648.5,3.8400550000000067
2023-05-23 10:05:49+03:00,59.713738,0.0,0.8,144.4,6037678.5,4.338999000000001
2023-05-23 10:06:19+03:00,55.8148709,0.0,0.8,150.9,6037708.5,4.531670000000005
2023-05-23 10:06:49+03:00,60.695993,0.0,0.8,174.9,6037738.5,4.768088000000006
2023-05-23 10:07:19+03:00,70.768272,0.0,1.0,191.2,6037768.5,5.330139000000003
2023-05-23 10:07:49+03:00,52.8605129,0.0,0.8,173.08847,6037798.5,4.146326999999999
2023-05-23 10:08:19+03:00,61.1586786,0.0,0.9,134.5,6037828.5,4.640010000000004
2023-05-23 10:08:49+03:00,62.0953356,0.0,0.8697779,207.0,6037858.5,5.141684999999995
2023-05-23 10:09:19+03:00,59.869683,0.0,0.9,159.6,6037888.5,5.1715269999999975
2023-05-23 10:09:49+03:00,61.5459499,0.0,0.7381387,167.427079,6037918.5,4.356800000000007
2023-05-23 10:10:19+03:00,57.9345887,0.0,0.4918867,182.3,6037948.5,4.436695999999998
2023-05-23 10:10:49+03:00,70.871255,0.0,0.8,160.7,6037978.5,5.052875999999998
2023-05-23 10:11:19+03:00,62.438543,0.0,0.4,189.2,6038008.5,4.847824000000003
2023-05-23 10:11:31+03:00,49.2707072,0.0,0.7999999,185.61509,6038028.5,4.534668999999994
2023-05-23 10:12:01+03:00,61.628627,0.0,0.7,172.4,6038058.5,4.429930999999996
2023-05-23 10:12:13+03:00,60.2712039,0.0,0.8,150.4,6038068.5,4.960937000000001
2023-05-23 10:12:43+03:00,58.0450055,0.0,0.7613326,174.4,6038098.5,4.831258000000005
2023-05-23 10:12:54+03:00,46.373104,0.0,0.8,164.9,6038108.5,4.527452999999994
2023-05-23 10:13:24+03:00,60.881141,0.0,0.8305527,189.9,6038138.5,4.436505999999994
2023-05-23 10:44:43+03:00,58.952565,0.0,0.7999999,178.9,6040018.5,4.958218000000002
2023-05-23 10:45:13+03:00,62.550489,0.0,0.8,181.5,6040048.5,4.8536280000000005
2023-05-23 10:45:43+03:00,59.7356061,0.0,0.6,153.9,6040078.5,4.152961000000005
2023-05-23 10:46:13+03:00,71.687512,0.0,0.8,211.0,6040108.5,4.2560299999999955
